listing_id,title,price,surface_m2,pieces,bedrooms,bathrooms,neighborhood,city,price_per_m2,has_garden,has_terrace,has_garage,has_air_conditioning,has_central_heating
8320632.0,"Neuf, Front golf, Lumineuse",3103.0,273.0,5.0,3.0,2.0,Neighborhood 22,Tucson,11.366300366300367,0,0,0,0,0
8114238.0,Appartement en location avec terrasse haut agdal,1819.0,270.0,5.0,3.0,3.0,Neighborhood 5,Cincinnati,6.737037037037037,0,0,1,0,0
8263669.0,Appartement standing meublé neuf a souissi,1926.0,157.0,3.0,2.0,2.0,Neighborhood 9,Cincinnati,12.26751592356688,0,0,1,0,0
8386596.0,Location d'un appartement 3 chambres à Prestigia argane. Bie...,1712.0,119.0,1.0,3.0,2.0,Neighborhood 21,Tucson,14.38655462184874,0,0,1,0,0
8386283.0,Appartement neuf Dar Bouazza,802.5,88.0,3.0,2.0,2.0,Neighborhood 1,Columbus,9.119318181818182,0,0,1,0,0
8385904.0,Local Commercial Avec Mezzanine de 230 m a Branes2,1498.0,230.0,,,2.0,Neighborhood 5,St. Louis,6.51304347826087,0,0,0,0,0
8384757.0,Appartement meiblé à marrakech,856.0,100.0,3.0,2.0,1.0,Neighborhood 16,Tucson,8.56,0,0,1,0,0
8384341.0,Appart F2 Studio Premium Californie Casablanca,791.8,49.0,3.0,1.0,1.0,Neighborhood 10,Charlotte,16.159183673469386,0,0,1,0,0
8384172.0,"Appartement neuf 93m², terrasse, dispo immédiate",802.5,93.0,4.0,2.0,1.0,Neighborhood 16,Charlotte,8.629032258064516,0,0,1,0,0
8384142.0,Appartement d’exception vue sur mer panoramique,3531.0,250.0,8.0,3.0,3.0,Neighborhood 2,Charlotte,14.124,0,0,1,0,0
8384082.0,"Studio meublé 3min CFC 
clim parking concierge",802.5,40.0,2.0,1.0,1.0,Neighborhood 13,Charlotte,20.0625,0,0,1,0,0
8383656.0,Appartement meublé à louer 96 m² à Guich Oudaya,749.0,96.0,4.0,2.0,1.0,Neighborhood 4,Cincinnati,7.802083333333333,0,0,0,0,0
8377388.0,"À Louer – Appartement 4Ch et 1 CH perso, Rabat Square –l'ora...",3745.0,230.0,5.0,4.0,3.0,Neighborhood 9,Cincinnati,16.282608695652176,0,0,1,0,0
8354995.0,"Appartement meublé haut standing – Souissi, Rabat",2675.0,140.0,4.0,3.0,3.0,Neighborhood 9,Cincinnati,19.107142857142858,0,0,1,0,0
8365742.0,Penthouse F2 & 1Ch personnel à Louer – L'Orangeraie du Souis...,2343.3,207.0,3.0,2.0,2.0,Neighborhood 9,Cincinnati,11.320289855072465,0,0,1,0,0
8375670.0,Magnifique studio meublé au cœur de Racine,802.5,68.0,2.0,1.0,1.0,Neighborhood 25,Charlotte,11.801470588235293,0,0,1,0,0
8383917.0,"Appartement en location à L'Ocean. 
1 belle chambre",642.0,82.0,2.0,1.0,2.0,Neighborhood 7,Cincinnati,7.829268292682927,0,0,0,0,0
8388057.0,Appartement en location à Harhoura. Surface totale 90 m². Me...,856.0,90.0,3.0,2.0,2.0,,,9.511111111111111,0,0,1,0,0
8378780.0,Bel appartement en location à Sidi Rahal. 2 belles chambres...,74.9,65.0,3.0,2.0,2.0,,,1.1523076923076925,0,0,0,0,0
8378278.0,Location bureaux neufs riad oulad mtaa,1177.0,80.0,,,2.0,Neighborhood 1,Kansas City,14.7125,0,0,0,0,0
8389616.0,Villa Prestige à usage professionnel AGDAL RABAT,5885.0,500.0,8.0,7.0,3.0,Neighborhood 1,Cincinnati,11.77,0,0,0,0,0
8290169.0,Plateau de bureau à louer,909.5,64.0,,,1.0,Neighborhood 6,Tucson,14.2109375,0,0,1,0,0
8369964.0,Appartement haut standing à louer,1605.0,100.0,4.0,2.0,2.0,Neighborhood 4,Tucson,16.05,0,0,1,0,0
8387335.0,Appartement meublé à louer,1177.0,126.0,4.0,3.0,1.0,Neighborhood 6,Tucson,9.341269841269842,0,0,0,0,0
8389722.0,Jolie appartement à louer 3 chambres,909.5,120.0,4.0,3.0,2.0,Neighborhood 17,Tucson,7.579166666666667,0,0,1,0,0
8314002.0,Bureaux à louer à Riyad. Surface de 711 m². Porte sécurisée...,8560.0,711.0,,,3.0,Neighborhood 8,Cincinnati,12.039381153305204,0,0,1,0,0
8332651.0,Hangar stratégique à louer – Tamesloht/Harbil,5350.0,2000.0,,,1.0,,,2.675,0,0,1,0,0
8380356.0,"À louer – Spacieux étage de villa à Hay Soufia,
Targa",802.5,160.0,6.0,2.0,1.0,Neighborhood 8,Tucson,5.015625,0,0,0,0,0
8017739.0,Impeccable bureau à louer au cœur de Gueliz,4280.0,300.0,,,6.0,Neighborhood 6,Tucson,14.266666666666667,0,0,1,0,0
8389803.0,À louer en gérance libre – Magasin idéalement situé à Gueliz...,2140.0,53.0,,,1.0,Neighborhood 23,Tucson,40.37735849056604,0,0,0,0,0
8324391.0,Villa palmeraie,3852.0,450.0,7.0,4.0,4.0,Neighborhood 5,Tucson,8.56,0,0,1,0,0
8390299.0,À louer – Superbe appartement avec grande terrasse et vue su...,1177.0,90.0,7.0,2.0,2.0,Neighborhood 6,Tucson,13.077777777777778,0,0,0,0,0
8368213.0,"Bureau à Louer de 420.0 m² à Casablanca, Bourgogne Anfa",10700.0,420.0,,,,Neighborhood 8,Charlotte,25.476190476190474,0,0,1,0,0
8354997.0,"Villa de luxe à louer à Route de Tahanaout.
Superficie 500 m...",5350.0,300.0,7.0,4.0,3.0,Neighborhood 21,Tucson,17.833333333333332,0,0,1,0,0
8115958.0,Superbe appartement traversant à louer,1498.0,161.0,4.0,3.0,2.0,Neighborhood 25,Charlotte,9.304347826086957,0,0,1,0,0
8383177.0,Bel appartement en location uniquement pour familles à Nassi...,37.45,50.0,4.0,2.0,1.0,Neighborhood 2,Fresno,0.7490000000000001,0,0,0,0,0
8381745.0,Bel appartement 2 chambres avec grande terrasse,909.5,110.0,4.0,2.0,2.0,Neighborhood 10,Charlotte,8.268181818181818,0,0,1,0,0
8381669.0,Villa emplacement strategique a rabat,3852.0,350.0,4.0,3.0,4.0,Neighborhood 9,Cincinnati,11.005714285714285,0,0,1,0,0
8380401.0,"Rez de jardin, 2 chambres meublés, piscine, golf",1605.0,97.0,3.0,2.0,2.0,Neighborhood 1,Tucson,16.54639175257732,0,0,1,0,0
8380061.0,Des appartements à louer à Cap de l'eau,42.8,100.0,2.0,2.0,2.0,Neighborhood 1,Cleveland,0.428,0,0,0,0,0
8380040.0,"Somptueuse villa à louer à Moulay Bousselham. 
Surface de 12...",117.7,120.0,5.0,3.0,2.0,Neighborhood 1,Tampa,0.9808333333333333,0,0,1,0,0
8379079.0,Maison à louer par nuité,26.75,56.0,4.0,2.0,1.0,Neighborhood 1,Austin,0.47767857142857145,0,0,0,0,0
8378524.0,"Appt 2 chambres, 2 sdb, non meublé",802.5,65.0,3.0,2.0,2.0,Neighborhood 17,Charlotte,12.346153846153847,0,0,1,0,0
8378098.0,Location bureau équipé Boulevard Zerktouni,1284.0,135.0,,,2.0,Neighborhood 19,Charlotte,9.511111111111111,0,0,0,0,0
8390304.0,"Location d'un appartement à Souissi. 
3 belles chambres. 
Me...",3852.0,190.0,4.0,3.0,2.0,Neighborhood 9,Cincinnati,20.273684210526316,0,0,1,0,0
8389439.0,Appartement en location à Aviation Mabella. 1 Pièce. Bien me...,802.5,40.0,1.0,1.0,1.0,Neighborhood 3,Cincinnati,20.0625,0,0,0,0,0
8373863.0,À louer – Superbe appartement meublé de haut standing à Palm...,1926.0,102.0,3.0,2.0,2.0,Neighborhood 24,Charlotte,18.88235294117647,0,0,1,0,0
8376204.0,Beau studio à la location,963.0,58.0,2.0,1.0,1.0,Neighborhood 1,Nashville,16.603448275862068,0,0,0,0,0
8361215.0,Plateau bureau à louer à boulevard al Qods,1337.5,84.0,,,1.0,Neighborhood 1,Charlotte,15.922619047619047,0,0,1,0,0
8250502.0,"Apt 59m au quatrième étage, location à l’année",963.0,59.0,1.0,1.0,1.0,Neighborhood 13,Charlotte,16.322033898305083,0,0,1,0,0
8378084.0,Charmant 2 chambres dans une résidence sécurisée,802.5,82.0,3.0,2.0,2.0,Neighborhood 7,Tucson,9.786585365853659,0,0,1,0,0
8370710.0,Nouvel Appartement Luxueux 56m2 a louer,952.3,56.0,2.0,1.0,1.0,Neighborhood 22,Charlotte,17.005357142857143,0,0,0,0,0
8326085.0,Villa meublée à louer à Souissi – Rabat,7490.0,2500.0,4.0,3.0,3.0,Neighborhood 9,Cincinnati,2.996,0,0,1,0,0
8356746.0,"Appartement neuf de haut standing à louer – Hay Riad, Rabat",2461.0,185.0,4.0,3.0,3.0,Neighborhood 8,Cincinnati,13.302702702702703,0,0,1,0,0
8253517.0,Appt F3 & 1CH personnel à louer l'orangeraie Souissi,2675.0,172.0,4.0,3.0,3.0,Neighborhood 9,Cincinnati,15.55232558139535,0,0,1,0,0
8341879.0,Local commercial en angle – forte visibilité,3103.0,200.0,,,2.0,Neighborhood 17,Charlotte,15.515,0,0,0,0,0
8344435.0,Studio neuf meublé terrasse Piscine CFC premium,1177.0,61.0,2.0,1.0,1.0,Neighborhood 11,Charlotte,19.295081967213115,0,0,1,0,0
8344423.0,Studio Bliving lumineux dernier étage Terrasse,802.5,58.0,2.0,1.0,1.0,Neighborhood 13,Charlotte,13.836206896551724,0,0,1,0,0
8323267.0,Penthouse 3Ch Neuf à Louer L’Orangeraie souissi,2675.0,175.0,4.0,3.0,4.0,Neighborhood 9,Cincinnati,15.285714285714286,0,0,1,0,0
8380313.0,Gauthier: Appartement 134 m2 dernier étage,1551.5,134.0,5.0,3.0,2.0,Neighborhood 15,Charlotte,11.578358208955224,0,0,1,0,0
8382946.0,Villa à louer à Bouskoura prestigia,3210.0,400.0,6.0,4.0,3.0,Neighborhood 1,Nashville,8.025,0,0,1,0,0
8280336.0,Rez de jardin meublé à louer à Bouskoura,1391.0,120.0,5.0,2.0,1.0,Neighborhood 1,Nashville,11.591666666666667,0,0,1,0,0
8386506.0,Appartement à louer à On Hill,2247.0,200.0,6.0,4.0,3.0,Neighborhood 1,Nashville,11.235,0,0,1,0,0
8372390.0,Palmeraie: Appartement entièrement rénové 2 Chs,1284.0,110.0,3.0,2.0,1.0,Neighborhood 5,Tucson,11.672727272727272,0,0,0,0,0
8382698.0,Appartement en location à Guéliz. Surface de 150 m². Double...,1070.0,150.0,7.0,3.0,2.0,Neighborhood 6,Tucson,7.133333333333334,0,0,1,0,0
8214632.0,Superbe studio meublé a les princesses avec balcon,749.0,48.0,1.0,1.0,1.0,Neighborhood 18,Charlotte,15.604166666666666,0,0,1,0,0
8271246.0,"Superb Studio Meuble, jamais habité a cfc",695.5,45.0,1.0,1.0,1.0,Neighborhood 11,Charlotte,15.455555555555556,0,0,1,0,0
8375518.0,Magnifique penthouse orientation sud est ouest,2343.3,207.0,4.0,2.0,3.0,Neighborhood 9,Cincinnati,11.320289855072465,0,0,1,0,0
8375397.0,Maison de luxe à louer à Mhamid. 4 chambres. Bien meublé,1605.0,300.0,4.0,4.0,4.0,Neighborhood 12,Tucson,5.35,0,0,1,0,0
8375107.0,"Appartement meublé à louer Oulfa, Casablanca",963.0,133.0,5.0,3.0,2.0,Neighborhood 23,Charlotte,7.2406015037593985,0,0,1,0,0
8374177.0,Location longue durée appt meublé,1123.5,95.0,3.0,2.0,2.0,Neighborhood 2,Charlotte,11.826315789473684,0,0,0,0,0
8372995.0,"Local commercial à louer à Dar Bouazza. 
Superficie 281 m²",1819.0,281.0,,,2.0,Neighborhood 1,Columbus,6.473309608540926,0,0,0,0,0
8371964.0,Appartement meublé / 3 chambres / ville verte,2011.6,160.0,5.0,3.0,2.0,Neighborhood 1,Nashville,12.5725,0,0,1,0,0
8369503.0,Direct propriétaire villa contemporaine,3852.0,340.0,8.0,4.0,2.0,Neighborhood 21,Tucson,11.329411764705883,0,0,1,0,0
8365510.0,Appart meublé hivernage modern ch 204 M 3 CH 3 WC,2461.0,204.0,4.0,3.0,3.0,Neighborhood 9,Tucson,12.063725490196079,0,0,1,0,0
8364732.0,Charmant Studio à louer à Anoual,802.5,43.0,1.0,1.0,1.0,Neighborhood 17,Charlotte,18.662790697674417,0,0,1,0,0
8332699.0,Apt rdc luxueux au quartier anfa ahmed ed charci,1284.0,128.0,2.0,2.0,3.0,Neighborhood 8,Charlotte,10.03125,0,0,1,0,0
8217471.0,"Apparemment 60m au troisième étage, location à l’année",941.6,60.0,1.0,1.0,1.0,Neighborhood 13,Charlotte,15.693333333333333,0,0,1,0,0
8311187.0,Villa à louer à Souissi,6420.0,2700.0,8.0,5.0,3.0,Neighborhood 9,Cincinnati,2.3777777777777778,0,0,0,0,0
8390254.0,"Location de bureaux à Benjdia proche 17etage.
Surface totale...",909.5,90.0,,,1.0,Neighborhood 7,Charlotte,10.105555555555556,0,0,0,0,0
8387844.0,Joli studio étage élevé en location CFC,1284.0,85.0,2.0,1.0,1.0,Neighborhood 11,Charlotte,15.105882352941176,0,0,1,0,0
8364383.0,"Villa 5 chambres, majorelle, piscine chauffée",3210.0,300.0,15.0,5.0,5.0,Neighborhood 11,Tucson,10.7,0,0,1,0,0
8359486.0,Appartement élégant meublé,856.0,60.0,3.0,2.0,2.0,Neighborhood 29,Charlotte,14.266666666666667,0,0,1,0,0
8271248.0,Joli studio meublé neuf au ferme brouton,695.5,45.0,1.0,1.0,1.0,Neighborhood 11,Charlotte,15.455555555555556,0,0,1,0,0
8308995.0,"Bureau aménagé 65 m², Gauthier",909.5,64.0,,,1.0,Neighborhood 15,Charlotte,14.2109375,0,0,1,0,0
8139636.0,Bureau à louer plien Gueliz,524.3,45.0,,,1.0,Neighborhood 6,Tucson,11.65111111111111,0,0,0,0,0
8381205.0,Appartement en location à Casablanca Finance City. 1 belle c...,1070.0,75.0,2.0,1.0,1.0,Neighborhood 11,Charlotte,14.266666666666667,0,0,1,0,0
8336507.0,Gauthier Très beau studio loft à la location,963.0,70.0,2.0,1.0,1.0,Neighborhood 19,Charlotte,13.757142857142858,0,0,1,0,0
8390321.0,Villa de prestige à louer quartier Boubana,2675.0,400.0,5.0,3.0,2.0,Neighborhood 9,St. Louis,6.6875,0,0,1,0,0
8390318.0,À louer – Superbe rez de jardin meublé à Souissi,1337.5,75.0,2.0,1.0,1.0,Neighborhood 9,Cincinnati,17.833333333333332,0,0,1,0,0
8384711.0,Location studio avec terasse les hopitaux,834.6,66.0,2.0,1.0,1.0,Neighborhood 17,Charlotte,12.645454545454546,0,0,0,0,0
8382690.0,"Bureau 70 m², neuf, centre ville",909.5,70.0,,,1.0,Neighborhood 3,Charlotte,12.992857142857142,0,0,1,0,0
8386654.0,Studio 62M2 proche Anfa park et CFC,642.0,62.0,2.0,1.0,1.0,Neighborhood 5,Charlotte,10.35483870967742,0,0,1,0,0
8368838.0,Appartement une chambre non meublé a louer CFC,963.0,68.0,2.0,1.0,2.0,Neighborhood 11,Charlotte,14.161764705882353,0,0,1,0,0
8389209.0,"Magnifique villa à louer à hay Ryad secteur 11.
4 chambres a...",4280.0,300.0,7.0,4.0,4.0,Neighborhood 8,Cincinnati,14.266666666666667,0,0,1,0,0
8357887.0,Appartement meublé à Ahlane,802.5,75.0,3.0,2.0,1.0,Neighborhood 2,St. Louis,10.7,0,0,1,0,0
7943253.0,"Appartement 2 chambres, Gauthier",1230.5,100.0,2.0,2.0,2.0,Neighborhood 15,Charlotte,12.305,0,0,1,0,0
8364350.0,Fantastique studio à louer à Gautier :,716.9,50.0,1.0,1.0,1.0,Neighborhood 15,Charlotte,14.338,0,0,0,0,0
8354808.0,Appartement charmant à louer. 20 grands espaces de vie. Enti...,42.8,45.0,1.0,1.0,1.0,Neighborhood 1,Albuquerque,0.951111111111111,0,0,0,0,0
8353975.0,Beau Studio à Louer en Face Tramway avec Balcon,834.6,50.0,2.0,1.0,1.0,Neighborhood 16,Charlotte,16.692,0,0,1,0,0
8349130.0,Bureaux en location à Diour Dokala. Surface totale 114 m². C...,1872.5,114.0,,,1.0,Neighborhood 1,Fresno,16.42543859649123,0,0,1,0,0
8333431.0,Local commercial à louer location gérance,1070.0,36.0,,,1.0,Neighborhood 20,Tucson,29.72222222222222,0,0,1,0,0
8325562.0,Apoartement meuble centre Ville a louer,802.5,130.0,1.0,3.0,2.0,Neighborhood 7,St. Louis,6.173076923076923,0,0,1,0,0
8323277.0,Appart de Standing vue dégagée sur AgdaL,1337.5,130.0,4.0,3.0,2.0,Neighborhood 1,Cincinnati,10.288461538461538,0,0,1,0,0
8321525.0,Local 160m2 proche fourate et bir anzarane,2033.0,157.0,,,1.0,Neighborhood 20,Charlotte,12.949044585987261,0,0,1,0,0
8314364.0,Superbe Villa avec Grand Jardin à Louer – Souissi,5457.0,2300.0,12.0,6.0,5.0,Neighborhood 9,Cincinnati,2.3726086956521737,0,0,1,0,0
7696720.0,Appartement F3 GRANDE TERRASSE Piscine Golf,856.0,84.0,3.0,2.0,2.0,Neighborhood 22,Tucson,10.19047619047619,0,0,0,0,0
8367012.0,Appartement vide Golf grande terrasse,1605.0,136.0,4.0,2.0,2.0,Neighborhood 1,Tucson,11.801470588235293,0,0,1,0,0
8077021.0,Appartement à louer à Casablanca Finance City,1123.5,95.0,3.0,2.0,2.0,Neighborhood 11,Charlotte,11.826315789473684,0,0,1,0,0
8387334.0,Appartment à loué meublé centre ville,1605.0,142.0,7.0,3.0,2.0,Neighborhood 7,St. Louis,11.30281690140845,0,0,1,0,0
8383809.0,Appartement meuble a louer a iberia,1551.5,140.0,4.0,3.0,2.0,Neighborhood 10,St. Louis,11.082142857142857,0,0,1,0,0
8382473.0,Appartement non meuble jamais habite,1123.5,130.0,4.0,3.0,1.0,Neighborhood 14,St. Louis,8.642307692307693,0,0,1,0,0
8359187.0,Bel appart meublé 2 ch 81m² Haut étage –Belvédère,877.4,81.0,1.0,2.0,2.0,Neighborhood 27,Charlotte,10.832098765432098,0,0,1,0,0
8345290.0,Magnifique apt 175m² Casa Marina Vue sur Mer,2247.0,175.0,3.0,2.0,2.0,Neighborhood 12,Charlotte,12.84,0,0,1,0,0
8362799.0,Villa à la location,3210.0,420.0,5.0,4.0,3.0,Neighborhood 1,Nashville,7.642857142857143,0,0,1,0,0
8352898.0,Location villa de luxe à Riyad. Surface totale 800 m². Fenêt...,4173.0,800.0,9.0,6.0,5.0,Neighborhood 8,Cincinnati,5.21625,0,0,1,0,0
8360619.0,Appartement en location à Hay Ach chbanat. 2 chambres. Fenêt...,1712.0,132.0,2.0,2.0,2.0,Neighborhood 6,Cincinnati,12.969696969696969,0,0,1,0,0
8352298.0,Appartement neuf a louer a el menzeh,1444.5,160.0,5.0,3.0,2.0,,,9.028125,0,0,1,0,0
8379649.0,Magnifique appartement avec terrasse,2568.0,170.0,4.0,3.0,2.0,Neighborhood 9,Cincinnati,15.105882352941176,0,0,1,0,0
8387251.0,Studio meublé avec terrasse,674.1,44.0,2.0,1.0,1.0,Neighborhood 8,Charlotte,15.320454545454545,0,0,1,0,0
8382315.0,Location d'un appartement à Guéliz. 2 belles chambres. Meubl...,695.5,80.0,3.0,2.0,1.0,Neighborhood 6,Tucson,8.69375,0,0,1,0,0
8386656.0,Superbe appartement à louer à Casablanca Finance City. 1 bel...,1284.0,70.0,2.0,1.0,1.0,Neighborhood 11,Charlotte,18.34285714285714,0,0,1,0,0
8350782.0,Appartement à louer à Ferme Bretonne Hay Arraha. 3 chambres...,1016.5,122.0,4.0,3.0,2.0,Neighborhood 13,Charlotte,8.331967213114755,0,0,1,0,0
8310731.0,Appartement moderne à louer Iberia,1605.0,95.0,3.0,2.0,2.0,Neighborhood 10,St. Louis,16.894736842105264,0,0,0,0,0
8225076.0,Bel appartement à louer au quartier Nejma,1391.0,135.0,4.0,3.0,2.0,Neighborhood 7,St. Louis,10.303703703703704,0,0,1,0,0
8390230.0,Appartement d'exception à louer à Eagle Hills,2996.0,130.0,6.0,4.0,4.0,Neighborhood 8,Cincinnati,23.046153846153846,0,0,1,0,0
8340017.0,Magnifique rez de jardin à louer meublé,1070.0,140.0,3.0,2.0,2.0,Neighborhood 5,Tucson,7.642857142857143,0,0,0,0,0
8354270.0,Villa 4 chambres à louer longue durée,3210.0,460.0,6.0,4.0,4.0,Neighborhood 5,Tucson,6.978260869565218,0,0,0,0,0
8312349.0,À louer Appartement 100 m² à M’Hamid 7,535.0,100.0,4.0,3.0,2.0,Neighborhood 12,Tucson,5.35,0,0,0,0,0
8311943.0,Appt. 100m² Vide & Neuf _ à coté Casa voyageur,599.2,100.0,4.0,2.0,2.0,Neighborhood 6,Charlotte,5.992000000000001,0,0,1,0,0
8291566.0,Location Longue Durée – Studio Neuf Meublé – Bourgogne Casab...,845.3,52.0,1.0,1.0,1.0,Neighborhood 8,Charlotte,16.25576923076923,0,0,1,0,0
8286334.0,Appartement meublé cosy et central avec terrasse à,727.6,89.0,4.0,1.0,1.0,Neighborhood 19,Charlotte,8.175280898876405,0,0,0,0,0
8285726.0,Gauthier Appartement 2 chambres Meublé,1048.6,80.0,3.0,2.0,1.0,Neighborhood 15,Charlotte,13.107499999999998,0,0,1,0,0
8283616.0,Appart haut standing à louer à Kassam1,749.0,90.0,2.0,2.0,2.0,Neighborhood 1,Raleigh,8.322222222222223,0,0,0,0,0
8282072.0,"Bel Apt bien meublé 
Maarif extension terrasse privative",513.6,70.0,2.0,1.0,1.0,Neighborhood 20,Charlotte,7.337142857142857,0,0,0,0,0
8279169.0,Studio Raffiné Neuf Meublé Hermitage / Abdelmoumen,727.6,48.0,2.0,1.0,1.0,Neighborhood 16,Charlotte,15.158333333333333,0,0,1,0,0
8263175.0,Appartement meublé parc Mohammedia,101.65,123.0,3.0,2.0,1.0,Neighborhood 3,Fresno,0.8264227642276423,0,0,1,0,0
